srn,facility_name,address_full,epa_class,lat,long,geometry,facility_name_title
N5468,STONECO INC,"6911 Summerfield, Petersburg, MI 49270",,41.8493872,-83.6677967,"[-83.6677967, 41.8493872]",Stoneco Inc
N3765,PARTRIDGE ENTERPRISES INC,"4705 Industrial Dr, Clark Lake, MI 49234",MINOR,42.1250758,-84.3621324,"[-84.3621324, 42.1250758]",Partridge Enterprises Inc
K2473,JACKSON CO ANIMAL SHELTER,"2004 N Blackstone, Jackson, MI 49202",MINOR,42.2716719,-84.4132832,"[-84.4132832, 42.2716719]",Jackson Co Animal Shelter
N8206,SPRING ARBOR COATINGS (PROGRESSIVE COATINGS),"190 W Main Street, Spring Arbor, MI 49283",SM OPT OUT,42.2023896,-84.5555509,"[-84.5555509, 42.2023896]",Spring Arbor Coatings (Progressive Coatings)
B5423,JOHN MARION INC,"9317 W Michigan, Saline, MI 48176",MINOR,42.14826650000001,-83.8229403,"[-83.8229403, 42.14826650000001]",John Marion Inc
B2636,PURALATOR INC,"7177 Crabb Rd, Temperance, MI 48182",,41.7470998,-83.5492165,"[-83.5492165, 41.7470998]",Puralator Inc
N8209,MONROE ELECTRIC MOTOR CO,"315 Harbor Ave, Monroe, Mi",,41.9154727,-83.3740476,"[-83.3740476, 41.9154727]",Monroe Electric Motor Co
B2285,ACE DRILL CORP,"2600 E Maumee, Adrian, MI 49221",MINOR,41.8946041,-84.0097218,"[-84.0097218, 41.8946041]",Ace Drill Corp
N8210,"GENERATE FREMONT DIGESTER, LLC","1634 Locust St, Fremont, MI 49412",SM OPT OUT,43.4594726,-85.9760692,"[-85.9760692, 43.4594726]","Generate Fremont Digester, LLC"
A5892,GHSP,"1250 S Beechtree St, Grand Haven, MI 49417",MINOR,43.0500139,-86.20426820000002,"[-86.20426820000002, 43.0500139]",Ghsp
N8211,GLOBE TECHNOLOGIES CORP,"1109 W Cedar St, Standish, MI 48658",MINOR,43.9821374,-83.9738474,"[-83.9738474, 43.9821374]",Globe Technologies Corp
N1547,GRAND TRANSFORMERS INC,"1500 Marion Ave, Grand Haven, MI 49417",MINOR,43.0527908,-86.2049297,"[-86.2049297, 43.0527908]",Grand Transformers Inc
N8216,"RIVERSIDE ENERGY MICHIGAN, LLC - UNIT 154 BOOSTER","Nw 1/4 Nw 1/4 Sec 23 T29N R03E, Loud Twp, MI 49709",MINOR,44.9022073,-84.0686632,"[-84.0686632, 44.9022073]","Riverside Energy Michigan, LLC - Unit 154 Booster"
N8215,"RIVIERA OPERATING, LLC - UNIT 168 BOOSTER","Sw 1/4 Sw 1/4 Nw 1/4 Sec 28, Briley Twp, MI 49709",MINOR,45.0393666,-84.1903585,"[-84.1903585, 45.0393666]","Riviera Operating, LLC - Unit 168 Booster"
N8214,LINN OPERATING INC - UNIT 169 BST (OSSINEKE TWP),"Se 1/4 Se 1/4 Sec 23, Ossineke, MI 49747",MINOR,44.85971259999999,-83.6266144,"[-83.6266144, 44.85971259999999]",Linn Operating Inc - Unit 169 Bst (Ossineke Twp)
N8212,"RIVIERA OPERATING, LLC - UNIT 174 BOOSTER","Nw 1/4 Sw 1/4 Sw 1/4 Sec 26, Briley Twp, MI 49709",MINOR,45.0393666,-84.1903585,"[-84.1903585, 45.0393666]","Riviera Operating, LLC - Unit 174 Booster"
N8220,MANCELONA RENEWABLE RESOURCES LLC,"Elder Rd, Mancelona Twp, Mi",,44.8879169,-85.0568628,"[-85.0568628, 44.8879169]",Mancelona Renewable Resources LLC
N8218,K INDUSTRIES INC,"975 North M-37 Highway, Hastings, MI 49058",MINOR,42.666386,-85.37658499999999,"[-85.37658499999999, 42.666386]",K Industries Inc
N8219,MDEQ-RRD SAG BAY DIST-CLEAN UP SITE,"118 South Bullock (M65), Whittemore, MI 48770",MINOR,44.232892,-83.80368299999999,"[-83.80368299999999, 44.232892]",Mdeq-Rrd Sag Bay Dist-Clean Up Site
N3044,EMERALD GRAPHICS INC,"4949 Greenbrooke Dr Se, Kentwood, MI 49512",SM OPT OUT,42.8734279,-85.5710192,"[-85.5710192, 42.8734279]",Emerald Graphics Inc
N8213,"RIVERSIDE ENERGY MICHIGAN, LLC - LOUD 13 UNIT 172","Se 1/4 Nw 1/4 Sec 19, Rust Twp, MI 49746",MINOR,44.9520889,-83.9509886,"[-83.9509886, 44.9520889]","Riverside Energy Michigan, LLC - Loud 13 Unit 172"
N8217,"RIVERSIDE ENERGY MICHIGAN, LLC - UNIT 179 BOOSTER","Sw 1/4 Nw 1/4 Sec 34 T30N R02E, Briley Twp, MI 49709",MINOR,45.0393666,-84.1903585,"[-84.1903585, 45.0393666]","Riverside Energy Michigan, LLC - Unit 179 Booster"
B5637,MIDLAND IRON WORKS,"57 W Chippewa River Rd, Midland, MI 48640",MINOR,43.595474,-84.370541,"[-84.370541, 43.595474]",Midland Iron Works
N8221,GMI EXCEL PORTABLE CRUSHER,"2675 Treat Rd, Adrian, MI 49221",MINOR,41.8807091,-84.01490410000001,"[-84.01490410000001, 41.8807091]",GMI Excel Portable Crusher
N8222,LINN OPERATING INC - UNIT 181 BST (ALBERT TWP),"Se 1/4 Se 1/4 Nw 1/4 Sec 12 T29N R02E, Albert Twp, MI 49756",MINOR,44.895556,-84.3047611,"[-84.3047611, 44.895556]",Linn Operating Inc - Unit 181 Bst (Albert Twp)
B5826,J BAUTOTECH LLC,"34039 Schoolcraft Rd, Livonia, MI 48150",MINOR,42.3816633,-83.3800971,"[-83.3800971, 42.3816633]",J Bautotech LLC
N3917,ISABELLA COUNTY LANDFILL,"Tomah Rd, Deerfield Twp, MI 48858",MINOR,43.5893867,-84.9556673,"[-84.9556673, 43.5893867]",Isabella County Landfill
M2711,"HYPERION MATERIALS & TECHNOLOGIES USA, LLC","510 Griffin Rd, West Branch, MI 48661",MINOR,44.2692694,-84.2278489,"[-84.2278489, 44.2692694]","Hyperion Materials & Technologies USA, LLC"
N8223,COSMA CASTING MICHIGAN,"10 N Clark Rd, Battle Creek, MI 49037",SM OPT OUT,42.347715,-85.2807348,"[-85.2807348, 42.347715]",Cosma Casting Michigan
N3060,SIMONDS INTERNATIONAL,"120 E Pere Marquette St, Big Rapids, MI 49307",MINOR,43.7079079,-85.4821888,"[-85.4821888, 43.7079079]",Simonds International
N8224,COPPER COUNTRY CREMATORY LTD,"8001 Greenstone Lane, Houghton, MI 49931",MINOR,47.110758,-88.52239569999999,"[-88.52239569999999, 47.110758]",Copper Country Crematory Ltd
N8225,BURNERS INC,"2299 Childs Lake Rd, Milford, MI 48381",MINOR,42.5610102,-83.5737102,"[-83.5737102, 42.5610102]",Burners Inc
N8226,SCORPION RACING ENGINES,"12119 Levan Rd, Livonia, MI 48150",MINOR,42.3713591,-83.4025154,"[-83.4025154, 42.3713591]",Scorpion Racing Engines
N8227,R L SCHMITT CO INC,"34506 Glendale, Livonia, Mi",MINOR,42.3776052,-83.38375119999999,"[-83.38375119999999, 42.3776052]",R L Schmitt Co Inc
N1873,EGEMIN AUTOMATION,"11818 James St, Holland, MI 49424",MINOR,42.8095973,-86.0735091,"[-86.0735091, 42.8095973]",Egemin Automation
M4336,THE COLLISION SHOP,"3355 S Telegraph Rd, Dearborn, MI 48124",MINOR,42.286383,-83.27037779999999,"[-83.27037779999999, 42.286383]",The Collision Shop
N1507,TOTAL DOOR,"6145 Delfield Dr, Waterford, MI 48329",SM OPT OUT,42.7018755,-83.4460063,"[-83.4460063, 42.7018755]",Total Door
N8228,MICHIGAN BIO PELLET,"930 N Division St, Carson City, MI 48811",SM OPT OUT,43.1845113,-84.8460211,"[-84.8460211, 43.1845113]",Michigan Bio Pellet
N1375,FAIRVIEW FOOD MART,"1508 N Abbe, Fairview, MI 48621",MINOR,44.7255214,-84.0501426,"[-84.0501426, 44.7255214]",Fairview Food Mart
N1621,BNB CONCRETE & SUPPLY INC,"1988 Levering Rd, Cheboygan, MI 49721",MINOR,45.6504361,-84.5274838,"[-84.5274838, 45.6504361]",Bnb Concrete & Supply Inc
B5612,NORTHERN DIECAST CORP,"West Conway Rd, Petoskey, MI 49770",MINOR,45.4280073,-84.886705,"[-84.886705, 45.4280073]",Northern Diecast Corp
N5498,LEELANAU REDI MIX,"12488 Newman Rd, Maple City, MI 49664",MINOR,44.800041,-85.87809899999999,"[-85.87809899999999, 44.800041]",Leelanau Redi Mix
N5376,AUSTIN TUBE PRODUCTS INC,"5629 South Forman Rd, Baldwin, MI 49304",MINOR,43.9062138,-85.8043383,"[-85.8043383, 43.9062138]",Austin Tube Products Inc
N2431,"RIVERSIDE CHEVROLET, BUICK, GMC, CADILLAC","5275 Us2 & Us 41, Escanaba, MI 49829",MINOR,45.9518054,-88.3080123,"[-88.3080123, 45.9518054]","Riverside Chevrolet, Buick, GMC, Cadillac"
N8229,HOOSIER ENERGY REC INC,"One Village Center Ave, Van Buren Twp, MI 48111",,42.2421882,-83.4335947,"[-83.4335947, 42.2421882]",Hoosier Energy Rec Inc
N3566,TAWAS TOOL COMPANY,"756 Aurlerich Rd, East Tawas, Mi",MINOR,44.301495,-83.42836899999999,"[-83.42836899999999, 44.301495]",Tawas Tool Company
D5394,WAKEFIELD TOWNSHIP SCHOOLS,"715 Putnam St, Wakefield, MI 49968",MINOR,46.47683,-89.938096,"[-89.938096, 46.47683]",Wakefield Township Schools
N7728,BLUE STAR INC,"5851 Mercury Dr, Dearborn, MI 48126",,42.33140239999999,-83.2094384,"[-83.2094384, 42.33140239999999]",Blue Star Inc
N8230,YAZAKI NORTH AMERICA,"6801 N Haggerty Rd, Canton Twp, MI 48187",MINOR,42.3328999,-83.4481838,"[-83.4481838, 42.3328999]",Yazaki North America
N8231,ENGINE POWER COMPONENTS,"1333 Fulton St, Grand Haven, MI 49417",MINOR,43.0638168,-86.2096554,"[-86.2096554, 43.0638168]",Engine Power Components
N8233,PREMCOR REFINING GROUP INC,"4630 Beech Daly Rd, Dearborn Hts, MI 48125",MINOR,42.275716,-83.2901115,"[-83.2901115, 42.275716]",Premcor Refining Group Inc
N8232,AISIN TECHNICAL CENTER OF AMERICA INC.,"Ann Arbor Technology Park, Ann Arbor, MI 48105",SM OPT OUT,42.3295957,-83.7092861,"[-83.7092861, 42.3295957]",Aisin Technical Center of America Inc.
A0301,OLD EUROPE CHEESE,"1330 E Empire Ave, Benton Harbor, MI 49022",MINOR,42.1002948,-86.4279045,"[-86.4279045, 42.1002948]",Old Europe Cheese
B6617,"ZD METAL PRODUCTS, LLC","8911 Martin Rd, Charlevoix, MI 49720",MINOR,45.3317019,-85.23084250000001,"[-85.23084250000001, 45.3317019]","Zd Metal Products, LLC"
N8234,MRP PROPERTIES LLC,"92 East Sanilac, Sandusky, Mi",MINOR,43.4212089,-82.8273085,"[-82.8273085, 43.4212089]",Mrp Properties LLC
N8235,MRP PROPERTIES LLC,"25664 Gilbraltar Rd, Flat Rock, Mi",MINOR,42.0948696,-83.2836706,"[-83.2836706, 42.0948696]",Mrp Properties LLC
N8236,MRP PROPERTIES LLC,"50990 Van Dyke Ave, Shelby Twp, Mi",MINOR,42.6691513,-83.03329339999999,"[-83.03329339999999, 42.6691513]",Mrp Properties LLC
N8237,MRP PROPERTIES LLC,"10000 Plymouth Rd, Detroit, Mi",MINOR,42.3737358,-83.1588227,"[-83.1588227, 42.3737358]",Mrp Properties LLC
N2082,SUNSHINE TOYOTA,"1381 W Dickman Rd, Battle Creek, MI 49017",MINOR,42.318936,-85.21316170000001,"[-85.21316170000001, 42.318936]",Sunshine Toyota
N8238,LIGHTHOUSE CONTRACTING SERVICES LLC,"4755 S Otter Creek, Lasalle, MI 48145",MINOR,41.850253,-83.4354649,"[-83.4354649, 41.850253]",Lighthouse Contracting Services LLC
N8239,"ST. CLAIR PACKAGING, INC.","2121 Busha Hwy, Marysville, MI 48040",MINOR,42.8938269,-82.4852593,"[-82.4852593, 42.8938269]","St. Clair Packaging, Inc."
N8240,MICHIGAN METAL TECHNOLOGIES,"50320 E Russell Schmidt Blvd, Chesterfield, MI 48051",,42.6645282,-82.8481599,"[-82.8481599, 42.6645282]",Michigan Metal Technologies
N1447,BORIDE ENGINEERED ABRASIVES,"2615 Aero Park Dr, Traverse City, MI 49686",MINOR,44.7439967,-85.5699509,"[-85.5699509, 44.7439967]",Boride Engineered Abrasives
N8241,MRP PROPERTIES LLC,"2140 State St, Alpena, MI 49707",MINOR,44.9210947,-83.4289541,"[-83.4289541, 44.9210947]",Mrp Properties LLC
N3939,T & C COLLISION,"915 N Franklin, Flint, MI 48506",,43.0260905,-83.6651308,"[-83.6651308, 43.0260905]",T & C Collision
N4977,WYLIE ELECTRIC MOTOR SERVICE,"331 Carmen Dr, Ferrysburg, MI 49409",MINOR,43.0814861,-86.2230357,"[-86.2230357, 43.0814861]",Wylie Electric Motor Service
N8242,BRIETBURN - ST. GARFIELD 9/10,"State Garfield 9/10 Sec 9, Kalkaska, MI 49646",SM OPT OUT,44.7352042,-85.18422269999999,"[-85.18422269999999, 44.7352042]",Brietburn - St. Garfield 9/10
N5022,HOUGHTON COUNTY ROAD COMMISSION,"111 Royce Rd, Hancock, MI 49930",MINOR,47.1282527,-88.571516,"[-88.571516, 47.1282527]",Houghton County Road Commission
A5118,ALTA EQUIPMENT COMPANY,"28990 Wixom Rd, Wixom, MI 48393",MINOR,42.50387,-83.53491319999999,"[-83.53491319999999, 42.50387]",Alta Equipment Company
N8243,MICHIGAN METAL TECHNOLOGIES,"50150 E Russell Schmidt Blvd, Chesterfield, MI 48051",MINOR,42.6620666,-82.8500432,"[-82.8500432, 42.6620666]",Michigan Metal Technologies
N8244,IONBOND LLC,"1823 E Whitcomb Ave, Madison Hts, MI 48071",MINOR,42.5260571,-83.0885612,"[-83.0885612, 42.5260571]",Ionbond LLC
N8245,B & R OIL CO INC (REMEDIATION SITE),"175 N Washington St, Constantine, MI 49042",MINOR,41.84489749999999,-85.6706572,"[-85.6706572, 41.84489749999999]",B & R Oil Co Inc (Remediation Site)
N8246,DETROIT IRON AND METAL,"8300 Dix, Detroit, MI 48209",,42.3167327,-83.13486979999999,"[-83.13486979999999, 42.3167327]",Detroit Iron and Metal
N8247,GREENWAY RECYCLING LLC,"42321 Irwin Dr, Harrison Twp, MI 48045",,42.605891,-82.852347,"[-82.852347, 42.605891]",Greenway Recycling LLC
N8248,MONTMORENCY-OSCODA-ALPENA WASTE MANAGEMENT AUTHORI,"6751 Landfill Rd, Atlanta, MI 49709",MAJOR,44.94086,-84.125393,"[-84.125393, 44.94086]",Montmorency-Oscoda-Alpena Waste Management Authori
M2240,HENRY FORD MACOMB HOSPITAL,"13355 E 10 Mile Rd, Warren, MI 48089",MINOR,42.4799461,-82.9885797,"[-82.9885797, 42.4799461]",Henry Ford Macomb Hospital
N8249,MATHY CONSTRUCTION CO  PLANT 67,"Portable Asphalt Plant 67  #71-09A, Ironwood, MI 49969",SM OPT OUT,46.2450049,-89.2528845,"[-89.2528845, 46.2450049]",Mathy Construction Co  Plant 67
N3747,"JVIS MFG., LLC","1285 N Crystal Ave, Benton Harbor, MI 49022",SM OPT OUT,42.1364904,-86.4160416,"[-86.4160416, 42.1364904]","Jvis Mfg., LLC"
M4604,MCCOIG MATERIALS,"6618 French Rd, Detroit, Mi",,42.39733510000001,-82.9985763,"[-82.9985763, 42.39733510000001]",Mccoig Materials
N8250,M-52 SAND & GRAVEL LLC,"6700 Michigan State Road M-52, Manchester, MI 48158",,42.1490507,-84.0283436,"[-84.0283436, 42.1490507]",M-52 Sand & Gravel LLC
N8251,SPEEDWAY FORMERLY FUTURE FUELS GAS STATION,"29020 Southfield Rd, Southfield, MI 48076",MINOR,42.5027945,-83.2221371,"[-83.2221371, 42.5027945]",Speedway Formerly Future Fuels Gas Station
N8252,BARBER CREEK SAND AND GRAVEL,"15666 Barber Creek, Kent City, MI 49330",MINOR,43.2500129,-85.7213283,"[-85.7213283, 43.2500129]",Barber Creek Sand and Gravel
N8253,LES SCHAPER,"2167 Caseville Rd, Pigeon, MI 48755",MINOR,43.7675534,-83.2775053,"[-83.2775053, 43.7675534]",Les Schaper
N1965,BOS MANUFACTURING,"290 Washington St, Manistee, MI 49660",MINOR,44.2583109,-86.3238902,"[-86.3238902, 44.2583109]",Bos Manufacturing
N8254,LAKE COUNTY,"1153 Michigan Ave, Baldwin, Mi",MINOR,43.9006327,-85.8513826,"[-85.8513826, 43.9006327]",Lake County
M0784,GENESYS AMBULATORY HEALTH SERVICES,"3935 Beecher Rd, Flint, MI 48532",MINOR,43.01305079999999,-83.73806119999999,"[-83.73806119999999, 43.01305079999999]",Genesys Ambulatory Health Services
N8255,"RIVERSIDE ENERGY MICHIGAN, LLC - BRUSH LIMBAUGH","Brush Limbaugh Cpf, Hillman, MI 49746",MINOR,45.0591766,-83.90110640000002,"[-83.90110640000002, 45.0591766]","Riverside Energy Michigan, LLC - Brush Limbaugh"
N1849,LONGWAY BODY SHOP,"2926 Longway Blvd, Flint, MI 48506",,43.0251856,-83.65151999999999,"[-83.65151999999999, 43.0251856]",Longway Body Shop
N8256,RIVERSIDE - LLOYDS OF LONDON CPF,"Se Nw Ne Sec 18 T31N R3E, Hillman, MI 49746",SM OPT OUT,45.0591766,-83.90110640000002,"[-83.90110640000002, 45.0591766]",Riverside - Lloyds of London CPF
N8257,"RIVERSIDE ENERGY MICHIGAN, LLC - X-REA CPF","T31N R4E Sec 26 Sw 1/4 Nw 1/4 Sw 1/4, Hillman, MI 49746",SM OPT OUT,45.0591766,-83.90110640000002,"[-83.90110640000002, 45.0591766]","Riverside Energy Michigan, LLC - X-Rea CPF"
N8258,RIVERSIDE - APPLE ORCHARD CPF,"T29N, R4E  Section 10, Ne  Sw  Se, Rust Twp, MI 49746",MINOR,44.9520889,-83.9509886,"[-83.9509886, 44.9520889]",Riverside - Apple Orchard CPF
N8259,WATTERS & SONS FARM,"4839 M-36, Stockbridge, Mi",MINOR,42.51415799999999,-84.162909,"[-84.162909, 42.51415799999999]",Watters & Sons Farm
N8260,KREBSVIEW FARMS,"8760 Mason Rd, Fowlerville, Mi",MINOR,42.5993226,-84.08532520000001,"[-84.08532520000001, 42.5993226]",Krebsview Farms
N8261,JORGENSEN FARM ELEVATOR,"2215 Dietz Rd, Williamston, Mi",MINOR,42.650141,-84.231967,"[-84.231967, 42.650141]",Jorgensen Farm Elevator
N8262,AJAX TOCCO MAGNETHERMIC CORP.,"30100 Stephenson Highway, Madison Hts, MI 48071",MINOR,42.5135788,-83.1172411,"[-83.1172411, 42.5135788]",Ajax Tocco Magnethermic Corp.
N8263,DAVE'S SHELL - 9972 FORMERLY (MDEQ-RRD REMEDIATION,"421 W Front St, Buchanan, MI 49107",,41.8269577,-86.36963659999999,"[-86.36963659999999, 41.8269577]",Dave's Shell - 9972 Formerly (Mdeq-Rrd Remediation
N8264,PIDD BROTHERS FARM,"5221 Swan Rd, Stockbridge, MI 49285",MINOR,42.5181353,-84.1522111,"[-84.1522111, 42.5181353]",Pidd Brothers Farm
N8265,HEARTHSIDE FOOD SOLUTIONS LLC,"3061 Shaffer Ave, Kentwood, MI 49512",SM OPT OUT,42.9083249,-85.58889239999999,"[-85.58889239999999, 42.9083249]",Hearthside Food Solutions LLC
N8266,"EBERSPAECHER NORTH AMERICA, INC.","2035 Orndorf Dr, Brighton, MI 48116",MINOR,42.5406493,-83.7996447,"[-83.7996447, 42.5406493]","Eberspaecher North America, Inc."
N8267,GEOCYCLE LLC,"4365 Evanston Ave, Muskegon, MI 49422",MINOR,43.21235799999999,-86.13582799999999,"[-86.13582799999999, 43.21235799999999]",Geocycle LLC
N8268,GREAT LAKES WATER AUTHORITY -SCHOOLCRAFT PUMP STA,"30365 Schoolcraft Rd, Livonia, MI 48152",SM OPT OUT,42.3827215,-83.3427775,"[-83.3427775, 42.3827215]",Great Lakes Water Authority -Schoolcraft Pump Sta
N8269,ORCHID BIO-COAT,"21249 Bridge St, Southfield, MI 48033",MINOR,42.4474284,-83.28484089999999,"[-83.28484089999999, 42.4474284]",Orchid Bio-Coat
N8270,HEARTHSIDE FOOD SOLUTIONS,"2455 Oak Industrial Dr, Grand Rapids, MI 49501",SM OPT OUT,42.9752576,-85.6091259,"[-85.6091259, 42.9752576]",Hearthside Food Solutions
N2135,SAFETY-KLEEN CORP,"700 Zimmerman Rd, Mason, MI 48854",MINOR,42.5913989,-84.45373819999999,"[-84.45373819999999, 42.5913989]",Safety-Kleen Corp
N8271,BISCHER FARMS PARTNERSHIP,"6121 Purdy Rd, Ruth, MI 48470",MINOR,43.7581855,-82.77604670000001,"[-82.77604670000001, 43.7581855]",Bischer Farms Partnership
N2831,HANCHETT MANUFACTURING,"906 N State St, Big Rapids, MI 49307",MINOR,43.709167,-85.4837993,"[-85.4837993, 43.709167]",Hanchett Manufacturing
N8272,BENTEK INCORPORATED,"19 North Charles, White Cloud, MI 49349",MINOR,43.5544312,-85.7723113,"[-85.7723113, 43.5544312]",Bentek Incorporated
N1139,COMPASS AUTOMOTIVE GROUP,"3559 Kraft Ave, Grand Rapids, MI 49512",MINOR,42.8991897,-85.5301625,"[-85.5301625, 42.8991897]",Compass Automotive Group
N8273,ASCENSION PROVIDENCE PARK HOSPITAL,"47601 Grand River Ave, Novi, MI 48374",,42.4887552,-83.51946579999999,"[-83.51946579999999, 42.4887552]",Ascension Providence Park Hospital
N1250,FOREST RIVER INC,"31450 M86, Colon, MI 49040",MINOR,41.9561081,-85.3444033,"[-85.3444033, 41.9561081]",Forest River Inc
N8274,TUSCOLA ENERGY INC-BOYCE JR TRUSTEE 1&STREETER 1,"Sw Sw Sw Sec 24 T14N R7E, Akron, Mi",MINOR,43.5680758,-83.5141259,"[-83.5141259, 43.5680758]",Tuscola Energy Inc-Boyce Jr Trustee 1&Streeter 1
N8275,TUSCOLA ENERGY INC. - M & D DOWNING 2-29,"5460 Elmwood Rd, Akron, MI 48701",MINOR,43.58081749999999,-83.5598584,"[-83.5598584, 43.58081749999999]",Tuscola Energy Inc. - M & D Downing 2-29
N8277,TUSCOLA ENERGY INC - RUMBLE SHARP CTB,"Se Sw Sw Sec 19 T14N R8E, Akron, Mi",MINOR,43.5680758,-83.5141259,"[-83.5141259, 43.5680758]",Tuscola Energy Inc - Rumble Sharp Ctb
N8278,MICHIGAN BELL TELEPHONE DBA AT & T MICHIGAN,"323 E Washington St, Ann Arbor, MI 48104",MINOR,42.2806529,-83.7451496,"[-83.7451496, 42.2806529]",Michigan Bell Telephone DBA At & T Michigan
N8279,MICHIGAN BELL TELEPHONE DBA AT & T MICHIGAN,"100 S Main St, Mount Clemens, MI 48043",,42.5945083,-82.879961,"[-82.879961, 42.5945083]",Michigan Bell Telephone DBA At & T Michigan
N8280,KEYSTONE AUTOMOTIVE - DIV OF LKQ CORP,"5835 Vining Rd, Greenville, MI 48838",MINOR,43.2098136,-85.2419642,"[-85.2419642, 43.2098136]",Keystone Automotive - Div of Lkq Corp
N8281,HIGHMOUNT EXPLORATION - DOVER 36 BOOSTER,"Ne 1/4 Sec 11 T30N R2E, Chester Twp, Mi",MINOR,44.3148443,-85.60236429999999,"[-85.60236429999999, 44.3148443]",Highmount Exploration - Dover 36 Booster
N8284,GROSSE ILE TOLL BRIDGE,,,,,,Grosse Ile Toll Bridge
N2600,BROOKS AUTO PARTS,"414 9Th Ave, Tawas City, Mi",MINOR,44.2663684,-83.5281586,"[-83.5281586, 44.2663684]",Brooks Auto Parts
N8283,WALTER DIMMICK PETROLEUM,"2805 Niles Ave, Saint Joseph, MI 49085",,42.0850357,-86.4850048,"[-86.4850048, 42.0850357]",Walter Dimmick Petroleum
M4251,ZUBEK MOTOR FACILITIES,"511 State St, Oscoda, Mi",MINOR,44.4253328,-83.33070200000002,"[-83.33070200000002, 44.4253328]",Zubek Motor Facilities
M4246,ZUBEK MOTOR FACILITIES,"492 M55, Tawas City, Mi",MINOR,44.28045729999999,-83.5417478,"[-83.5417478, 44.28045729999999]",Zubek Motor Facilities
N1724,WOODSTOCK INC,"3800 M30, West Branch, Mi",MINOR,44.224927,-84.264324,"[-84.264324, 44.224927]",Woodstock Inc
N5686,CENTRAL MICHIGAN CREMATORY,"15150 6 1/2 Mile Rd, Battle Creek, MI 49017",MINOR,42.29227410000001,-85.1687958,"[-85.1687958, 42.29227410000001]",Central Michigan Crematory
B2497,DARTON ARCHERY EQUIPMENT,"3540 Darton Rd, Hale, Mi",MINOR,44.3797223,-83.7939026,"[-83.7939026, 44.3797223]",Darton Archery Equipment
N8285,ADMIRAL PETROLEUM CO,"1701 Oak St, Niles, MI 48165",,41.8297694,-86.2541768,"[-86.2541768, 41.8297694]",Admiral Petroleum Co
N1432,NU-WAY BRAKE,"2827 S Cedar, Lansing, Mi",,42.703166,-84.547538,"[-84.547538, 42.703166]",Nu-Way Brake
N8286,LINN OPERATING INC - THOMAS LAKE D1-26 BST,"Sw 1/4 Sw 1/4 Sec 26, Hayes Twp, MI 49735",MINOR,44.9371151,-84.7840815,"[-84.7840815, 44.9371151]",Linn Operating Inc - Thomas Lake D1-26 Bst
A5823,BLACK RIVER PALLET,"50 East Riley, Zeeland, MI 49464",MINOR,42.8261926,-86.0180249,"[-86.0180249, 42.8261926]",Black River Pallet
N5459,SAGE CONTROL ORDNANCE INC,"6340 Sage St, Oscoda, Mi",MINOR,44.452881,-83.3710012,"[-83.3710012, 44.452881]",Sage Control Ordnance Inc
N4040,PARISH SERVICE CO,"24000 Research Dr, Farmingtn Hls, MI 48335",MINOR,42.4648739,-83.427826,"[-83.427826, 42.4648739]",Parish Service Co
N8287,BECK MOBILE CONCRETE LLC,"2303 E Grand River, Williamston, MI 48895",MINOR,42.6872436,-84.27039979999999,"[-84.27039979999999, 42.6872436]",Beck Mobile Concrete LLC
N8288,PINCONNING COMPRESSOR STATION,"W Cody Estey Rd, Pinconning, Mi",MINOR,43.8687969,-84.1048391,"[-84.1048391, 43.8687969]",Pinconning Compressor Station
N3401,SPI PHARMA,"1711 Tiles Court, Grand Haven, MI 49417",MINOR,43.0507441,-86.19917099999999,"[-86.19917099999999, 43.0507441]",Spi Pharma
L1437,CAMP GRAYLING JOINT MANUEVER,"Hq Bldg 117, Grayling, MI 49739",MINOR,44.6599999,-84.7099999,"[-84.7099999, 44.6599999]",Camp Grayling Joint Manuever
N8289,MACOMB PRINTING INC,"44272 Groesbeck Highway, Clinton Twp, MI 48036",MINOR,42.62257899999999,-82.87703690000001,"[-82.87703690000001, 42.62257899999999]",Macomb Printing Inc
N8290,WIL-LE FARMS,"2575 N Van Dyke, Bad Axe, MI 48413",MINOR,43.8687514,-83.00265979999999,"[-83.00265979999999, 43.8687514]",Wil-Le Farms
N2345,JIM FRESARD PONTIAC,"110 N Washington, Royal Oak, Mi",,42.4902654,-83.1463265,"[-83.1463265, 42.4902654]",Jim Fresard Pontiac
B6489,INTER-LAKES BASES INC,"17480 Mayln Blvd, Fraser, MI 48026",,42.5490318,-82.9404926,"[-82.9404926, 42.5490318]",Inter-Lakes Bases Inc
N3262,H B CARBIDE CO,"101 Doyle Dr, Lewiston, MI 49756",MINOR,44.8989669,-84.2993811,"[-84.2993811, 44.8989669]",H B Carbide Co
N8291,FORWARD CORP,"2879 South Old 27, Gaylord, Mi",MINOR,45.0275126,-84.6747523,"[-84.6747523, 45.0275126]",Forward Corp
N8292,DAVIS COUNTRY CORNERS (REM OPERATION),"8990 Us 131 @ Plum Valley Road, Mancelona, Mi",,44.8439146,-85.1242616,"[-85.1242616, 44.8439146]",Davis Country Corners (Rem Operation)
N8293,SMITH CONCRETE PRODUCTS,"3282 S Crapo Rd, North Star, MI 48862",MINOR,43.242783,-84.524036,"[-84.524036, 43.242783]",Smith Concrete Products
